item,ubicacion,item_descripcion,en_cajas,sueltos,total,inventario_actual,diferencia
0499,Almacen - B,VERHOGINGSRING H251,0,50,50,50,0
0517,Deposit N3 - C10,CENTR ZIJKANT BODEM 76.5MM 169,0,46,46,46,0
0539,Almacen - B,INZ.STK KABELDOOS3640 16mm3525,0,316,316,316,0
0562,Almacen - G,MOER PG 21,0,200,200,200,0
0582,Almacen - H,KROONKLEMSTROOK  10 mm2,0,1,1,1,0
1012,Almacen - V,SCHAK AM WIS            923V,0,12,12,12,0
1016,Almacen - U,SCHAK AM WIS DECO        6303V,0,3,3,3,0
1029,Almacen - Z,WCD AM INB 127 ENK LED TR7735W,0,5,5,5,0
1032,Almacen - W,FAN/DIM COMB SDC15-W,10,4,14,14,0
1033,Almacen - W,FAN CNTL SLD 3-WAY SFS15P-W,10,9,19,19,0
1103,Almacen - V,WALLPLATE AM TRI SW   2953W,210,5,215,215,0
111010,Almacen - X,WALLPL AM ASPIRE 2-V 9522WS,0,4,4,4,0
111013,Almacen - X,WALLPL AM ASPIRE 5-V 9525WS,0,2,2,2,0
11103,Deposit N3 - B6,DECO COAX CONN 2162W,100,0,100,100,0
11108,Deposit N3 - B4,WALLPLATE AM DECO 5-V 2165W,45,1,46,46,0
1119,Almacen - X,WALLPLATE AM BLD 2G     2037V,150,0,150,150,0
1138,Almacen - W,STEKKER 20A 125/250V 2465,10,0,10,10,0
1139,Almacen - W,CONT STEKKER 20A 125/250V 2455,10,1,11,11,0
1140,Almacen - Y,STEKKER AM             1912W,0,3,3,3,0
1158,Deposit N3 - A2,4 GANG BOX METAAL MSB-4,30,1,31,31,0
1159,Deposit N3 - A2,5 GANG BOX METAAL MSB-5,40,2,42,42,0
1197,Almacen - G,SCHAK EUR WIS OPB KOPP,0,11,11,11,0
1199,Almacen - G,BERKER SERIE OPB 307805 IP44,0,20,20,20,0
1201,Almacen - F,BERKER WIS OPB 67307905 IP44,0,5,5,5,0
1211,Almacen - H,SCHAK EUR DUB POL  OPB WD,0,35,35,35,0
1213,Almacen - H,SCHAK EUR WIS TREK OPB WD,0,18,18,18,0
1221,Almacen - H,WCD EUR DUB        OPB,0,7,7,7,0
1237,Deposit N3 - A2,VERLOOP STEKKER PEN PL 695,100,0,100,100,0
1244,Almacen - I,******CEE-FORM STEKK 32A -3P+A,0,1,1,1,0
12533,Deposit N4 - A4,CEE-FORM STEK 3P+E 63A  03652,22,1,23,23,0
12535,Deposit N4 - B1,CEE-FORM STEK 3P+E 125A 03655,18,0,18,18,0
1254,Almacen - I,*******CEE-FORM WCD 16A-3P+N+A,0,2,2,2,0
1256,Deposit N4 - C10,******CEE-FORM WCD 63A -3P+N+A,0,11,11,11,0
12608,Almacen - J,CEE-FORM WCD 3P+N+E 63A 03873,0,1,1,1,0
12609,Deposit N4 - B1,CEE-FORM WCD 3P+E 125A 03875,17,0,17,17,0
1261,Deposit N4 - A6,CEE-FORM CONN 2P+E 16A-02201,24,6,30,30,0
1275,Deposit N4 - A10,CEE-FORM CONN 3P+E 32A 03705,10,4,14,14,0
1277,Deposit N4 - A4,CEE-FORM CONN 3P+E 63A 03752,18,1,19,19,0
1281,Deposit N4 - A8,CEE-FORM SCH-WCD 2P+E 16A-0236,22,0,22,22,0
1282,Deposit N4 - A8,CEE-FORM SCH-WCD2P+E 16A 02831,12,0,12,12,0
1284,Deposit N4 - A7,CEE-FORM SCH-WCD 3P+E16A 03832,9,0,9,9,0
1287,Deposit N4 - A11,CEE-FORM WCD 2P+E 32A -02364,21,0,21,21,0
1288,Deposit N4 - A11,CEE-FORM WCD 2P+E 32A 02834,21,0,21,21,0
1289,Deposit N4 - A11,CEE-FORM WCD 3P+E 32A 03365,21,0,21,21,0
1290,Deposit N4 - A11,CEE-FORM WCD 3P+E 32A 03835,12,0,12,12,0
1291,Deposit N4 - A11,CEE-FORM WCD 3P+N+E 32A-03366,17,0,17,17,0
1294,Deposit N4 - B5,CEE-FORM WCD 3P+N+E 63A 03883,0,1,1,1,0
1419,Deposit N2 - C3,BERKER KNOP DRAAIDIMM 11378989,10,0,10,10,0
1481,Almacen - F,JALOEZIE SLEUTELSCHAK 327205,0,1,1,1,0
1506,Deposit N2 - A1,OPBOUWKAST 2-RIJ 36PE 610285,0,1,1,1,0
1507,Deposit N2 - A3,OPBOUWKAST4-RIJ VA 424 T 48PE,0,2,2,2,0
15094,Deposit N3 - E,INB DOOS CT326 (222 X 318 X60),9,2,11,11,0
1510,Deposit N2 - D6,INBOUWKAST 1-RIJ BLD 610372,0,2,2,2,0
1511,Deposit N2 - A1,INBOUWKAST 2-RIJ  28MOD 610373,0,8,8,8,0
15142,Deposit N1 - C3,OPBOUW KAST WD CSG13PT/RR,6,0,6,6,0
1521,Deposit N2 - B3,"GE AUTO 20A, 3P-2MOD C  UNIBIS",42,0,42,42,0
1526,Almacen - J,"GE  AUTOMAAT 40A, 2P C-KAR",0,5,5,5,0
1552,Almacen - J,"GE  AUTOMAAT 20A, 1P+N B-KAR",0,31,31,31,0
1553,Deposit N2 - B5,"GE  AUTOMAAT 25A, 1P+N B-KAR",180,1,181,181,0
1563,Almacen - I,"GE  AUTOMAAT 25A, 3POL C-KAR",0,3,3,3,0
15801,Almacen - I,GALAX Q21 TIJDKLOK 1 KANAL,0,2,2,2,0
1594,Almacen - Z,JSL VERDEELBLOK 160 A 160134BD,0,1,1,1,0
15951,Almacen - J,GE RELAY 4P 24 A,0,6,6,6,0
15952,Deposit N2 - B6,GE RELAY 4P 40 A,48,1,49,49,0
15959,Almacen - J,FE250-Breaker-36kA FEV46TA250K,0,1,1,1,0
15962,Almacen - J,RCBO C/DM60 A 25/030//012,0,2,2,2,0
15963,Almacen - J,RCBO C/DM60 A 25/300//012,0,2,2,2,0
15965,Almacen - J,RCBO C/DM60 A 20/030//012,0,2,2,2,0
15967,Almacen - J,G60   1P+N   6A  C   /012  GE,0,6,6,6,0
15971,Almacen - J,FEBSS4-Terminal SpreaderFlat-4,0,1,1,1,0
15975,Almacen - J,FG-TERMINAL 400/630 431982,0,1,1,1,0
15982,Almacen - J,GE 436506 MANDO ROT,0,1,1,1,0
1611,Deposit N2 - A1,OPB.KAST OLINTHOS 2RIJ 24 PE,0,22,22,22,0
1628,Deposit N4 - C8,ZCL 1040,0,4,4,4,0
1629,Deposit N4 - C4,TAPA 48642,0,1,1,1,0
1632,Deposit N4 - C8,TCA6080,0,10,10,10,0
1634,Deposit N3 - D7,PACKSUP S120P200,0,6,6,6,0
1644,Deposit N4 - C8,PLP3080,0,1,1,1,0
1649,Deposit N2 - B6,OPBOUWKAST IDE ARM.40COM72,0,2,2,2,0
1650,Deposit N4 - C8,IDE RAIL SOPORT 160-400A 48454,0,12,12,12,0
1654,Deposit N4 - A1,OPBOUWKAST IDE ARM.40COM120,7,0,7,7,0
1661,Deposit N2 - D3,MOELLER INB BF-U-5/165,0,2,2,2,0
1666,Deposit N2 - A6,MOELLER INB BF-U-6/144,0,5,5,5,0
1723,Deposit N2 - B3,ETI AUTOMAAT 6KA 3P 32A C KAR,24,0,24,24,0
1746,Almacen - K,ETI 2421311 OMSCHAKELAAR 16A,24,0,24,24,0
1770,Deposit N2 - B5,ETI AARDLEKSCH 4P 100A 100 mA,3,0,3,3,0
1772,Almacen - L,ETI 4671147 SHUNTDA2 AC200-240,0,5,5,5,0
1773,Almacen - L,ETI 4671149 SHUNT DC 24V,0,5,5,5,0
1774,Almacen - L,ETI 4671153 UNDERV AC 200-240,0,5,5,5,0
1775,Almacen - L,ETI 4671155 UNDERV DC 24V,0,1,1,1,0
1777,Almacen - L,ETI 2159301 DA ETIMAT 10 230V,20,0,20,20,0
1778,Almacen - L,ETI 2159312 DA ETIMAT 10 24V,18,0,18,18,0
1779,Almacen - L,ETI AARDLEKSCH 4P 40A 100 mA,3,0,3,3,0
1784,Deposit N2 - B6,ETI AARDLEK AUTOM 1P+N25A C 30,6,0,6,6,0
1786,Almacen - L,ETI  HULPCONTACT BLOK BCXMLE11,0,1,1,1,0
1817,Deposit N4 - D13,CU-32 CAJA CUERPO CA-32,0,21,21,21,0
18351,Deposit N4 - C3,TO-43-CJ TAPA POLICARB.OPACO C,0,17,17,17,0
1851,Deposit N4 - B7,BA-40-CJ BRIDA ACOP.C/JUNTA,0,102,102,102,0
1854,Deposit N4 - D9,RE-63 REGRUESO PARA CA-63,0,10,10,10,0
18551,Deposit N4 - D5,RE-66 REGRUESO PARA CA-66,0,1,1,1,0
1859,Deposit N4 - D5,BRES-65 ARMARIO VACIO NORMAL,0,9,9,9,0
1860,Deposit N4 - D4,BRES-86 ARMARIO VACIO NORMAL,0,3,3,3,0
1864,Deposit N4 - B8,PBM-43 PLACA METALICA,0,13,13,13,0
18691,Deposit N4 - D3,CHM-54 CHASIS MODULAR BRES,0,12,12,12,0
1872,Deposit N4 - D3,CHM-86 CHASIS MODULAR BRES,0,3,3,3,0
1873,Deposit N4 - D16,PMM-75 PLACA MONT.ART75,0,5,5,5,0
1874,Deposit N4 - D16,PMM-107 PLACA . PARA ART 107,0,5,5,5,0
1878,Deposit N4 - C12,CR-350 CAJA REPART.CABLE 50MM,0,1,1,1,0
1890,Deposit N4 - E3,HH 1764.194 AFTAKSET DMV 400L,0,8,8,8,0
1898,Deposit N4 - E3,HH 1014.317 RAILKOPPEL  A70/16,0,12,12,12,0
1913,Deposit N4 - E4,HH 1015.912 AANSL KLEM 1X95 M8,0,40,40,40,0
1914,Deposit N4 - E4,HH 1015.913 AANSL KLEM 1X185,0,44,44,44,0
19272,Deposit N4 - B4,PRONUTEC OPB.KAST 1000X1000,0,1,1,1,0
1938,Deposit N2 - B4,HOOFDSCHAKELAAR 630A,0,7,7,7,0
1939,Deposit N2 - B4,HOOFDSCHAKELAAR 800A,0,4,4,4,0
1940,Deposit N2 - B4,HOOFDSCHAKELAAR 1000A,0,4,4,4,0
1947,Deposit N2 - B5,EXTENDEDSHAFT 40A-250A L=187MM,0,24,24,24,0
1949,Deposit N2 - B5,EXTENDEDSHAFT 250A-400A L=340,0,5,5,5,0
1952,Deposit N2 - B5,EXTENDEDSHAFT 800A-1000A L=299,0,2,2,2,0
1960,Deposit N2 - B4,OMSCHAKELAAR 630A 3P+N,0,2,2,2,0
1971,Deposit N2 - C1,SCHAKELAAR MESPATR INB 400A,0,3,3,3,0
1973,Deposit N2 - B3,DIRECT HANDLE 125A-160A-M11,0,26,26,26,0
1979,Deposit N2 - B5,EXTENDED SHAFT 250A-630A M21,0,3,3,3,0
1980,Deposit N2 - B5,EXTENDED SHAFT 630A M21,0,2,2,2,0
1992,Deposit N2 - D5,SCHAKELKAST MESPATROON 400A,0,5,5,5,0
1993,Deposit N2 - D5,SCHAKELKAST MESPATROON 630A,0,6,6,6,0
1995,Deposit N2 - B4,OMSCHAKELAAR 160A 3P+N,0,2,2,2,0
1997,Almacen - P,HOOFDSCHAKELAAR 1250A 3P+N,0,1,1,1,0
3018,Deposit N3 - D12,SF-23 KABELSCHOEN TANG 6-25MM,0,10,10,10,0
3019,Deposit N3 - C12,SF-8 KABELSCHOEN TANG 1.5-16MM,0,6,6,6,0
3195,Deposit N3 - D3,GLOEILAMP 25WATT FROSTED,2,0,2,2,0
3200,Deposit N3 - D3,HALOGEENLAMP  300W 127 VOLT,60,0,60,60,0
3203,Almacen - E,HALOGEENLAMP  300W 220 VOLT,0,197,197,197,0
3244,Deposit N3 - D3,PL LAMP   9 WATT,30,0,30,30,0
3247,Deposit N3 - C11,PICKENS VPO 2236 P,0,21,21,21,0
3249,Deposit N3 - D2,SPIRALLAMP 20W 110-130V 50Hz,10,0,10,10,0
3250,Deposit N3 - C11,PICKENS VPC 2271 TRAP,0,1,1,1,0
3269,Deposit N3 - D4,PICKENS LED 5.5W GU 10,0,53,53,53,0
3326,Deposit N4 - B9,PICKENS LED ORNEMENT WD 1X18W,0,119,119,119,0
3350,Deposit N1 - A5,LEDPANEL 40W 2x2 CCT 120-277V,0,15,15,15,0
3488,Almacen - L,ETI 3901114 BRIDGING MP2 / 10,0,10,10,10,0
3489,Almacen - L,ETI 3901116 BRIDGING MP4 /10,0,19,19,19,0
3532,Deposit N4 - B3,New-3667708Cat6A keystone jack,100,36,136,136,0
4014,Almacen - B,RJ 45 CAT 5E UTP CONN 21975,0,67,67,67,0
4044,Almacen - B,EARTH SOCKET SCHUKO 37131 OPB,0,7,7,7,0
4144,Deposit N1 - B3,COV PLATE SINGLE RJ45 90751TPM,34,0,34,34,0
4148,Deposit N1 - B6,COV PLATE SOCKET IP44 90634TPM,72,0,72,72,0
4156,Deposit N1 - B3,COV PLATE FOR USB 90673 TPM,25,0,25,25,0
4211,Deposit N1 - C4,KABELGOOT 110X50MM 10090RBR,16,0,16,16,0
4216,Deposit N1 - B6,T STUK 32X12.5MM  10401 ABR,40,19,59,59,0
4218,Deposit N1 - B6,T STUK 40X12.5MM  10051 ABR,40,0,40,40,0
4221,Deposit N1 - B6,T STUK 60X16MM     10071 ABR,30,0,30,30,0
4222,Deposit N1 - B7,T STUK 75X20MM     10141 ABR,20,5,25,25,0
4223,Deposit N1 - B7,T STUK 110X34MM   10081 RBR,24,3,27,27,0
4224,Deposit N1 - B6,T STUK 110X50MM   10091 RBR,24,1,25,25,0
4231,Deposit N1 - B6,BINNENHK 40X16MM 10062 ABR,20,7,27,27,0
4232,Deposit N1 - B7,BINNENHK 50X20MM  10502 ABR,20,2,22,22,0
4233,Deposit N1 - B7,BINNENHK 60X16MM  10072   ABR,30,0,30,30,0
4234,Deposit N1 - B6,BINNENHK 75X20MM  10142 ABR,20,4,24,24,0
4242,Deposit N1 - B7,VLAKHOEK 40X12.5MM 10053  ABR,40,0,40,40,0
4243,Deposit N1 - B6,VLAKHOEK 40X16MM  10063  ABR,10,9,19,19,0
4245,Deposit N1 - B7,VLAKHOEK 60X16MM  10073  ABR,30,0,30,30,0
4246,Deposit N1 - B7,VLAKHOEK 75X20MM 10143  ABR,10,7,17,17,0
4253,Deposit N1 - B6,VERLENG 32X16MM  10044 ABR,40,15,55,55,0
4254,Deposit N1 - B6,VERLENG 40X12.5MM  10054  ABR,60,0,60,60,0
4255,Deposit N1 - B7,VERLENG 40X16MM  10064 ABR,20,0,20,20,0
4257,Deposit N1 - B7,VERLENG 60X16MM  0074  ABR,30,0,30,30,0
4259,Deposit N1 - B7,VERLENG 110X34MM 10084 RBR,28,0,28,28,0
4263,Deposit N1 - B7,EINDSTUK 20X12.5MM 10035  ABR,40,4,44,44,0
4264,Deposit N1 - B6,EINDSTUK 32X12.5MM  10405 ABR,40,11,51,51,0
4265,Deposit N1 - B6,EINDSTUK 32X16MM   10045 ABR,60,0,60,60,0
4267,Deposit N1 - B7,EINDSTUK 40X16MM  10065  ABR,20,2,22,22,0
4268,Deposit N1 - B7,EINDSTUK 50X20MM 10505  ABR,20,8,28,28,0
4269,Deposit N1 - B7,EINDSTUK 60X16MM  10075  ABR,20,8,28,28,0
4271,Deposit N1 - B7,EINDSTUK 110X34MM 10085  RBR,28,0,28,28,0
4272,Deposit N1 - B7,EINDSTUK 110X50MM 10095  RBR,28,0,28,28,0
4274,Deposit N1 - B6,EINDSTUK 180X50MM  10295  RBR,8,3,11,11,0
4275,Deposit N1 - B7,BUITENHK 20X12.5MM 10036 ABR,40,11,51,51,0
4276,Deposit N1 - B7,BUITENHK 32X12.5MM 10406 ABR,60,0,60,60,0
4279,Deposit N1 - B7,BUITENHK 40X16MM  10066 ABR,30,0,30,30,0
4284,Deposit N1 - B6,BUITENHK 110X50MM  10096  RBR,28,0,28,28,0
4286,Deposit N1 - B7,BUITENHK 180X50MM 10296  RBR,28,0,28,28,0
4288,Deposit N1 - B7,Q45 MOD COV PL 2 MOD 10959 ABR,160,0,160,160,0
4289,Deposit N1 - B7,Q45  ADAPTER 2 MOD 10986 ABR,140,18,158,158,0
4291,Deposit N1 - B7,Q45 ADAPTER 6 MOD 10954 ABR,150,0,150,150,0
7102,Deposit N3 - D3,ESL 305 SLIM 7W SPIRAAL 127V,0,43,43,43,0
7135,Deposit N3 - D2,HALOGEENLAMP 1500W,400,86,486,486,0
7141,Deposit N2 - D3,BW.KAST WD 16MD  1316P-R1,0,6,6,6,0
7157,Deposit N2 - D6,INB.KAST 48/56MD 5270R1,0,12,12,12,0
7170,Deposit N3 - C12,KABELDOOS GRIJS 886A,0,11,11,11,0
7174,Almacen - E,INSTEEK FLEXIBLE CLE24,0,18,18,18,0
7179,Deposit N3 - D2,BASE MULTI 4 TOMAS 8014 IL,0,13,13,13,0
7180,Deposit N3 - D2,BASE MULTI 5 TOMAS 8015 IL,0,11,11,11,0
7181,Deposit N3 - D2,BASE MULTI 6 TOMAS 8016 IL,14,3,17,17,0
7183,Deposit N2 - C6,ROL VERLENGSNOER 25M 7425/1,0,16,16,16,0
7192,Almacen - X,ARMARIO ABS 200X300X130+PLAC,2,0,2,2,0
90100,Almacen - C,SINGLE FRAME ALU 90910TAA,0,1,1,1,0
90105,Almacen - C,COV PLATE EARTH SOCK 90843TAA,0,3,3,3,0
90106,Almacen - C,COV PLATE SINGL RJ45 90751TAL,0,1,1,1,0
90108,Almacen - C,DBL ROCKER SWITCH ALU 90611TAL,0,2,2,2,0
90120,Almacen - C,SINGLE FRAME MATTE BLACK 50910,0,5,5,5,0
90121,Almacen - C,DOUBLE HORIZONTAL FRAME 50921,0,4,4,4,0
90127,Almacen - C,COVER PLATE FOR DIMMER 50721,0,1,1,1,0
90131,Almacen - C,ELECTRONIC DIMMER/ 2 WAY 50212,0,1,1,1,0
9204,Deposit N3 - E,PICKENS HDMI CABLE DMM248-0300,0,6,6,6,0
9205,Deposit N3 - E,PICKENS HDMI CABLE DMM271,0,8,8,8,0
0119,Deposit N4 - D16,VD DRAAD 25  mm  GR/GL,0,1,1,0,1
0300,Almacen - S,PVC-LIJM 250 ml,0,11,11,10,1
0370,Almacen - A,CABLE CLIPS  16  mm,0,36,36,35,1
0455,Almacen - Z,RAYTECH GIETMOF 95MM(A310),0,1,1,0,1
0473,Almacen - O,PERSKABELSCHOEN SMALL 70-10MM,0,12,12,11,1
0561,Almacen - G,MOER PG 16,0,305,305,304,1
1023,Almacen - U,WCD AM INB D 220V DEC 6662W,0,1,1,0,1
1105,Almacen - Z,WALLPLATE AM BLD 2G  2037W,50,0,50,49,1
1136,Almacen - X,STEKKER 20A 125V  2363,10,9,19,18,1
1253,Deposit N4 - A12,CEE-FORM STEKK 125A - 3P+N+A,0,4,4,3,1
12531,Deposit N4 - A6,CEE-FORM STEK 3P+E 32A 03605,45,0,45,44,1
12591,Deposit N4 - A7,CEE-FORM WCD 3P+N+T 32A-03326,24,10,34,33,1
1299,Deposit N3 - D8,UNIMAX KLEM 35/4-35 mm,50,0,50,49,1
1307,Deposit N3 - D7,AARDRAIL 63AMP BLANK KOPER,0,4,4,3,1
1508,Deposit N3 - E,INB DOOS CT536 (323 X 518 X60),0,24,24,23,1
1509,Deposit N3 - E,INB DOOS CT110 (108 X 108 X50),0,98,98,97,1
1533,Deposit N2 - B2,"GE SCHAKELAAR 125A, 4POL",0,1,1,0,1
1557,Almacen - J,"GE  AUTOMAAT 16A, 2POL C-KAR",0,1,1,0,1
1612,Deposit N2 - A1,OPB.KAST OLINTHOS 3RIJ 36 PE,0,2,2,1,1
1630,Deposit N4 - C4,TCF4040,0,4,4,3,1
1658,Deposit N2 - A6,MOELLER OPB BF-0-6/144,0,3,3,2,1
1705,Deposit N2 - B6,ETI AARDLEKSCH 4P 40A 30 mA,11,0,11,10,1
1806,Deposit N4 - E1,CA-66 CAJA VACIA TAPA TRANSPAR,0,16,16,15,1
1865,Deposit N4 - B8,PBM-64 PLACA METALICA PBM-64,0,15,15,14,1
1886,Deposit N4 - D3,OFM-14 OREJA FIJACION MURAL 4U,0,42,42,41,1
1957,Deposit N2 - B4,OMSCHAKELAAR 160A 3P,0,4,4,3,1
1970,Deposit N2 - C1,SCHAKELAAR MESPATR INB 250A,0,5,5,4,1
3005,Deposit N3 - D12,SF-21CABLE CUTTER UP TO 16 MM,0,5,5,4,1
3021,Deposit N3 - C12,"SF-54 HULS TANG S 1,5-6MM",0,11,11,10,1
3105,Almacen - O,FOCO LED A60 9W 800LM 6500K,0,1,1,0,1
31101,Deposit N3 - B4,RECESADO REDONDO 6W 387LM 6K,100,14,114,113,1
3115,Deposit N3 - B8,RECESADO REDONDO 18W CCT,100,1,101,100,1
3121,Almacen - Q,RECESADO REDONDO 3W  6000K,0,1,1,0,1
3125,Deposit N3 - E,SUPERFICIAL REDONDO 18W 65K,160,0,160,159,1
3256,Almacen - Z,TL-BUIS LED 10W 6500K,0,8,8,7,1
3261,Deposit N3 - D3,TL-BUIS 32W DL ROND,0,14,14,13,1
3291,Deposit N3 - D2,STARTER 4-65W S10,1925,0,1925,1924,1
4051,Almacen - B,TWO EARTH SOCKETS 48862 OPB WD,0,1,1,0,1
4102,Deposit N1 - C2,TRIPLE ROCKERS 90661 TBR,130,0,130,129,1
4119,Deposit N1 - C3,SURFACE MOUNTINGBOX 10976 ABR,40,0,40,39,1
4209,Deposit N1 - C4,KABELGOOT 75X20MM 10140 CBR,96,11,107,106,1
4225,Deposit N1 - B6,T STUK 90X50MM     10181 RBR,0,2,2,1,1
4227,Deposit N1 - B7,BINNENHK 20X12.5MM 10032 ABR,40,4,44,43,1
4229,Deposit N1 - B7,BINNENHK 32X16MM 10042 ABR,40,19,59,58,1
4235,Deposit N1 - B7,BINNENHK 110X34MM  10082  RBR,28,0,28,27,1
4236,Deposit N1 - B7,BINNENHK 110X50MM  10092 RBR,20,0,20,19,1
4283,Deposit N1 - B6,BUITENHK 110X34MM  10086 RBR,28,0,28,27,1
7133,Deposit N3 - D2,HALOGEEN LAMP 500W,400,95,495,494,1
7134,Deposit N3 - D2,HALOGEENLAMP 1000W,300,22,322,321,1
7187,Deposit N4 - A1,INB.KAST MP56 METALBOX,0,1,1,0,1
7195,Deposit N2 - A1,INB.KAST MP42 METALBOX NG,0,7,7,6,1
0660,Almacen - F,JSL STEEKKLEM 2 VOUDIG,0,143,143,141,2
0707,Deposit N4 - C8,ATEMA U 50 INBDOOS 16-19-20MM,300,0,300,298,2
1230,Almacen - H,STEKKER WIT,0,155,155,153,2
1265,Almacen - O,******CEE-FORM CONN 32A -3P +A,0,19,19,17,2
1279,Deposit N4 - B1,CEE-FORM CONN 3P+E 125A 03755,22,0,22,20,2
1286,Deposit N4 - A11,CEE-FORM WCD 3P+N+E 16A 03833,17,0,17,15,2
15140,Deposit N3 - C4,OPB.KAST WD 12MD CDN12PT/RR,0,21,21,19,2
1525,Almacen - J,"GE AUTOMAAT 6A, 1P+N B  UNIBIS",0,37,37,35,2
1560,Almacen - J,"GE  AUTOMAAT 32A, 2POL C-KAR",0,2,2,0,2
1722,Deposit N2 - B3,ETI AUTOMAAT 6KA 3P 25A C KAR,12,2,14,12,2
1827,Deposit N4 - C3,TT-43-CJ TAPA POLICARB.TRANSP.,0,20,20,18,2
1840,Deposit N4 - C2,TO-86A-CJ TAPA POLICARB.OPACO,0,12,12,10,2
1906,Deposit N4 - E3,HH 1014.939 AARDRAILSET 219 MM,0,17,17,15,2
1931,Deposit N2 - B3,SCHAKELKAST&SCHAKELAAR 400A,2,0,2,0,2
3002,Deposit N3 - D7,STEENBOOR 6 mm,39,1,40,38,2
3116,Deposit N3 - B4,RECESADO REDONDO 24W 2035LM 6K,40,6,46,44,2
3206,Deposit N3 - D2,HALOGEENLAMP 1500W 220 VOLT,0,134,134,132,2
3208,Almacen - Z,HALOGEEN SCHIJNWERPER 1000W,0,2,2,0,2
3257,Almacen - Z,TL BUIS LED  20W 6500K,0,2,2,0,2
3324,Deposit N4 - B9,PICKENS LED BASE T8 120 CM,0,240,240,238,2
3533,Deposit N4 - B3,New-3555008Cat5e keystone jack,150,0,150,148,2
4103,Deposit N1 - C3,COVER PLATE  PULL CORD 90741,36,0,36,34,2
4116,Deposit N1 - C3,WATERPROOF FRAME IP 44  90961,50,0,50,48,2
4151,Deposit N1 - B3,2 X HORIZONTAL FRAME 90920 TPM,2,0,2,0,2
4247,Deposit N1 - B6,VLAKHOEK 110X34MM  10083  RBR,24,3,27,25,2
7155,Almacen - X,INB.KAST 24/28MD 5250R1,2,0,2,0,2
7162,Almacen - G,TERMOPLASTIC STEKKER 6706B WIT,0,9,9,7,2
0317,Deposit N3 - D6,"BOCHT 1,5""",100,0,100,97,3
0460,Almacen - Z,A370 BARNICOL GIETMOF CPL,8,0,8,5,3
12601,Deposit N4 - A3,CEE-FORM WCD 2P+E 16A -02821,18,5,23,20,3
15972,Almacen - J,3 MOD NET ANALY 665010,0,3,3,0,3
1744,Deposit N2 - B6,ETI  AUTOMAAT15KA 100A 3P+N C,23,0,23,20,3
1802,Deposit N4 - C1,CA-43 CAJA VACIA TAPA TRANSPAR,4,1,5,2,3
18131,Deposit N4 - B12,PP-64 PLACA POLIESTER PP-64,0,46,46,43,3
1945,Deposit N2 - B6,DIRECT HANDLE 400A T/M 800A-CD,0,6,6,3,3
1995,Deposit N2 - B1,OMSCHAKELAAR 160A 3P+N,5,0,5,2,3
4141,Deposit N1 - B3,DOUBLE ROCKERS 90611 TPM,45,0,45,42,3
4262,Deposit N1 - B7,VERLENG 180X50MM 10294 RBR,12,0,12,9,3
7103,Almacen - E,ESL 305 SLIM 9W SPIRAAL 127V,0,3,3,0,3
0453,Almacen - Z,PERSKABELSCHOEN  70  mm  M14,0,4,4,0,4
0486,Deposit N3 - C8,KABELDOOS 220A,290,0,290,286,4
04946,Deposit N3 - C12,KABEL DOOS GSLT322 (19965),0,21,21,17,4
0663,Almacen - F,JSL STEEKKLEM 5 VOUDIG,0,4,4,0,4
1267,Deposit N4 - A12,*****CEE-FORM CONN 63A -3P + A,25,5,30,26,4
15092,Deposit N3 - E,INB DOOS CT220 (217 X 217 X57),18,4,22,18,4
1716,Almacen - K,ETI AUTOMAAT 6KA 2P 16A CKAR,0,4,4,0,4
1743,Deposit N2 - B6,ETI  AUTOMAAT15KA 80A 3P+N C,16,0,16,12,4
1826,Deposit N4 - C3,TT-33-CJ TAPA POLICARB.TRANSP.,0,26,26,22,4
1925,Deposit N4 - E1,HH1860737 EINDKAP UR403/8 15X8,0,41,41,37,4
3199,Deposit N3 - D3,GLOEILAMP 100WATT FROSTED,20,0,20,16,4
3204,Almacen - E,HALOGEENLAMP  500W 220 VOLT,0,27,27,23,4
3204,Almacen - F,HALOGEENLAMP  500W 220 VOLT,0,27,27,23,4
3330,Deposit N3 - B4,PICKENS 9  WATT 6500K LED SPOT,0,33,33,29,4
7060,Almacen - M,JVRO16-32 1P+N B16 30 mA,0,6,6,2,4
0543,Almacen - A,VERHOGINGSRING MD4050 4MM,0,51,51,46,5
1259,Almacen - I,*******CEE-FORM WCD 32A - 3P+A,0,5,5,0,5
1519,Almacen - O,OPB.KAST 3-RIJ WD 36MOD 610318,0,5,5,0,5
1591,Almacen - M,VERB-KAM 0,50,4,54,49,5
1934,Deposit N2 - B4,HOOFDSCHAKELAAR 160A INBUS,0,20,20,15,5
3120,Deposit N3 - D4,RECESADO REDONDO 3W  3000K,100,9,109,104,5
3284,Almacen - Z,BALLAST 1x40W STARTER 220V,0,5,5,0,5
33210,Deposit N3 - A2,PICKENS LMP 250W PUBLIC 6000K,9,0,9,4,5
4106,Deposit N1 - C3,COVER PLATE - TELEPHONE 90712,200,0,200,195,5
4240,Deposit N1 - B6,VLAKHOEK 32X12.5MM  10403 ABR,40,13,53,48,5
7187,Almacen - W,INB.KAST MP56 METALBOX,0,5,5,0,5
7195,Deposit N2 - A6,INB.KAST MP42 METALBOX NG,0,11,11,6,5
04891,Deposit N3 - D12,KABELDOOS J100S,0,82,82,76,6
